mentality	1
discouraged	1
habit	1
collective	1
frustrates	1
convenience	1
intact	1
inconvenienced	1
paired	1
frustration	1
chosen	1
hold	1
pressing	1
continuing	1
coffee	1
shop	1
switching	1
omitting	1
altogether	1
scale	1
impactful	1
demand	1
greenwashing	1
false	1
purchase	1
inhabiting	1
overwhelmingly	1
fall	1
urgency	1
heading	1
junction	1
choice	1
highlight	1
selected	1
slowing	1
progress	1
unfortunate	1
severe	1
stigma	1
conducted	1
council	1
singapore	1
concluded	1
discrimination	1
basis	1
discriminate	1
stigmatize	1
selfdoubt	1
reluctance	1
mission	1
raising	1
awareness	1
acceptance	1
promote	1
curfew	1
lockdown	1
inevitable	1
consequently	1
patient	1
withdrawal	1
potential	1
suicide	1
attempt	1
essential	1
maintaining	1
sustaining	1
covered	1
classified	1
ongoing	1
profusion	1
contribute	1
drinkable	1
resolved	1
governmental	1
nile	1
dam	1
egypt	1
ethiopia	1
combat	1
desalination	1
irrigation	1
yearly	1
flee	1
searching	1
standard	1
continuous	1
syria	1
afghanistan	1
venezuela	1
overwhelming	1
welcomed	1
contrary	1
rich	1
turning	1
hosting	1
complexity	1
return	1
unsafe	1
illegal	1
revise	1
cross	1
boarder	1
ease	1
asylum	1
minimize	1
brighter	1
currently	1
status	1
unmentioned	1
adverse	1
local	1
collaboration	1
demanded	1
drastic	1
upcoming	1
ourworldindataorgmentalhealth	1
wwwncssgovsgdocsdefaultsourcencsspressreleasedocmhantistigmacampaignlaunchreleasepdfpdf	1
wwwnationalgeographiccomenvironmentfreshwaterfreshwatercrisis	1
wwwmecocomfactsaboutwaterscarcity	1
wwwwaterlogicaustraliacomauresourcesbloghowpeopleareresolvingtoreducewaterscarcity	1
wwwamnestyorgenwhatwedorefugeesasylumseekersandmigrantsglobalrefugeecrisisstatisticsandfacts	1
hanging	1
baotu	1
staggered	1
gushing	1
clear	1
bottom	1
cut	1
groundwater	1
extraction	1
hot	1
polluted	1
name	1
noise	1
light	1
victim	1
toxic	1
metal	1
manmade	1
municipal	1
industrial	1
pesticide	1
fertilizer	1
pharmaceutical	1
albatross	1
chick	1
died	1
eating	1
seabird	1
hungry	1
ingest	1
take	1
stomach	1
leading	1
starvation	1
protecting	1
describe	1
unfamiliar	1
quietly	1
wildlife	1
ghg	1
consisting	1
methane	1
nitrous	1
oxide	1
contributor	1
caught	1
attention	1
intense	1
surprise	1
faster	1
expected	1
netherland	1
urgent	1
discus	1
numerous	1
strategy	1
mitigate	1
paris	1
agreement	1
december	1
reaffirmed	1
goal	1
limiting	1
increase	1
combustion	1
fossil	1
fuel	1
releasing	1
ton	1
atmosphere	1
consensus	1
nonfossil	1
renewable	1
root	1
jinanwang	1
jacqueline	1
philip	1
theconversationcomwhyocean	1
nunez	1
simon	1
wwwnationalgeographiccomenvironmentglobalwarmingglobalwarmingoverview	1
rao	1
riahi	1
longterm	1
special	1
peter	1
kuispers	1
wwwuunlennewsthequestionisnotifthenetherlandswilldisappearbelowsealevelbutwhen	1
technologiecharakterisierungen	1
steckbriefen	1
virtuelles	1
zu	1
strom	1
und	1
